"Kod";"Nazwa";"Typy aktywności";"Płeć";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1600000;"OPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2017";211;"tys. osób";"";
1600000;"OPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2018";203;"tys. osób";"";
1600000;"OPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2019";214;"tys. osób";"";
1600000;"OPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2020";213;"tys. osób";"";
1600000;"OPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2021";196;"tys. osób";"";
1600000;"OPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2022";196;"tys. osób";"";
1600000;"OPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2023";195;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2010";444;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2011";450;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2012";452;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2013";469;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2014";462;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2015";458;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2016";480;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2017";481;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2018";468;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2019";478;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2020";482;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2021";496;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2022";481;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2023";483;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2010";354;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2011";348;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2012";350;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2013";355;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2014";353;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2015";362;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2016";373;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2017";380;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2018";363;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2019";363;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2020";363;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2021";363;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2022";373;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2023";385;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2010";386;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2011";390;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2012";387;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2013";394;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2014";393;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2015";403;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2016";430;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2017";440;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2018";437;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2019";457;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2020";463;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2021";475;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2022";460;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2023";463;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2010";302;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2011";290;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2012";292;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2013";296;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2014";296;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2015";313;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2016";335;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2017";342;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2018";336;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2019";340;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2020";344;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2021";343;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2022";353;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2023";368;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2010";58;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2011";59;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2012";65;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2013";75;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2014";69;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2015";55;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2016";50;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2017";40;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2018";31;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2019";22;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2020";19;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2021";21;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2022";20;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2023";20;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2010";52;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2011";57;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2012";58;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2013";59;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2014";57;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2015";49;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2016";38;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2017";37;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2018";27;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2019";23;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2020";19;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2021";20;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2022";20;"tys. osób";"";
1800000;"PODKARPACKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2023";17;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2010";368;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2011";366;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2012";356;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2013";342;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2014";343;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2015";345;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2016";314;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2017";311;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2018";320;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2019";319;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2020";315;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2021";295;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2022";307;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2023";304;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2010";497;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2011";502;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2012";490;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2013";489;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2014";488;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2015";488;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2016";466;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2017";457;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2018";468;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2019";478;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2020";477;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2021";472;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2022";459;"tys. osób";"";
1800000;"PODKARPACKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2023";445;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2010";279;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2011";277;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2012";267;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2013";266;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2014";273;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2015";272;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2016";277;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2017";278;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2018";278;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2019";284;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2020";284;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2021";288;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2022";289;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2023";288;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2010";229;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2011";229;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2012";220;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2013";222;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2014";227;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2015";226;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2016";225;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2017";226;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2018";222;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2019";226;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2020";227;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2021";237;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2022";239;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2023";237;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2010";247;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2011";251;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2012";242;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2013";239;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2014";248;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2015";252;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2016";258;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2017";266;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2018";270;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2019";276;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2020";275;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2021";279;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2022";281;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2023";282;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2010";206;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2011";207;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2012";198;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2013";199;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2014";205;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2015";210;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2016";209;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2017";214;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2018";213;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2019";219;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2020";221;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2021";231;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2022";234;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2023";231;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2010";32;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2011";26;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2012";25;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2013";27;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2014";25;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2015";20;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2016";19;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2017";12;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2018";8;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2019";8;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2020";0;"tys. osób";"x";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2021";10;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2022";0;"tys. osób";"x";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2023";0;"tys. osób";"x";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2010";22;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2011";22;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2012";22;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2013";23;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2014";22;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2015";16;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2016";15;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2017";12;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2018";8;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2019";8;"tys. osób";"";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2020";0;"tys. osób";"x";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2021";0;"tys. osób";"x";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2022";0;"tys. osób";"x";
2000000;"PODLASKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2023";0;"tys. osób";"x";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2010";192;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2011";180;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2012";170;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2013";169;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2014";166;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2015";173;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2016";163;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2017";160;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2018";155;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2019";161;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2020";161;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2021";152;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2022";147;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2023";147;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2010";265;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2011";259;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2012";244;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2013";244;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2014";247;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2015";249;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2016";245;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2017";241;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2018";239;"tys. osób";"";
2000000;"PODLASKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2019";248;"tys. osób";"";
