"Kod";"Nazwa";"Zakres przedmiotowy";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";38;"%";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";38;"%";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";7209;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";6756;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";5944;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";6261;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";7611;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";8286;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";5762;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";5737;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";5124;"osoba";"";
1400000;"MAZOWIECKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";5350;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";23414;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";21207;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";22458;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";27218;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";28976;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";21309;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";23688;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";21826;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";24118;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";10306;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";8257;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";8945;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";10516;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";10892;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";9112;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";10700;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";10552;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";11277;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";1800;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";1840;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";2093;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";2372;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";1868;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";1977;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";1772;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";1898;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";1198;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";1217;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";1401;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";1445;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";1169;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";1209;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";1075;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";1082;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";150;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";151;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";149;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";164;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";160;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";164;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";165;"%";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";175;"%";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";-525;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";-574;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";-434;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";-384;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";-512;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";-681;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";-493;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";-601;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";-508;"osoba";"";
1600000;"OPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";-602;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";3153;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";2699;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";2883;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";3303;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";3535;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";2864;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";3188;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";2897;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";2953;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";5413;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";4069;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";4107;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";4578;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";4987;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";3983;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";4577;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";4113;"osoba";"";
1600000;"OPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";4250;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";3472;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";3732;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";4640;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";5185;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";3793;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";4032;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";3737;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";4079;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";1632;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";1763;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";1955;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";2054;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";1709;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";1865;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";1735;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";1675;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";213;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";212;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";237;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";252;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";222;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";216;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";215;"%";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";244;"%";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";-1502;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";-1715;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";-1466;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";-1542;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";-2136;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";-2492;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";-1650;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";-1589;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";-1447;"osoba";"";
1800000;"PODKARPACKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";-1781;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";4074;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";4104;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";4412;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";4588;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";5003;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";4096;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";4723;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";4426;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";4478;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";6323;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";5743;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";6189;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";7329;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";7953;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";6052;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";6657;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";6515;"osoba";"";
1800000;"PODKARPACKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";6810;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";2312;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";2463;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";2883;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";3110;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";2332;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";2365;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";2103;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";2323;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";1076;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";1095;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";1126;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";1191;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";915;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";1034;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";905;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";916;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";215;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";225;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";256;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";261;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";255;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";229;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";232;"%";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";254;"%";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";-1253;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";-1198;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";-1034;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";-1051;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";-1359;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";-1505;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";-1071;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";-1013;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";-882;"osoba";"";
2000000;"PODLASKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";-964;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";2414;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";2533;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";2585;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";2797;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";3042;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";2407;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";2842;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";2530;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";2583;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";4663;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
2000000;"PODLASKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";3820;"osoba";"";
